1055,34253.1850,96758.6350,144.8810,5
1056,34259.0200,96764.8900,144.8760,5
1057,34256.1940,96767.2610,144.8680,5
1058,34252.8840,96769.4640,144.8670,5
1059,34249.1700,96771.4500,144.8670,5
1060,34245.0790,96773.1360,144.8680,5
1061,34239.2790,96774.6220,144.8670,5
1062,34254.1610,96757.4950,144.8760,5
1063,34256.6080,96754.5220,144.8870,5
1064,34258.3410,96751.2180,144.8860,5
1065,34259.9240,96747.7490,144.8850,5
1066,34260.8190,96744.9940,144.8830,5
1067,34269.0470,96746.9560,144.8640,5
1068,34267.9110,96750.6760,144.8660,5
1069,34266.8500,96753.3690,144.8660,5
1070,34264.9710,96757.2260,144.8680,5
1071,34263.0800,96759.9480,144.8660,5
1072,34260.5070,96763.3820,144.8680,5
1073,34275.4650,96748.6170,144.8500,5
1074,34268.4960,96763.8820,144.8520,5
1075,34256.3130,96775.2760,144.8530,5
1076,34240.5060,96781.1570,144.8510,5
1077,34241.0240,96784.1640,144.8340,5
1078,34244.4640,96783.4420,144.8350,5
1079,34247.7170,96782.5690,144.8350,5
1080,34251.0330,96781.3570,144.8350,5
1081,34254.2980,96779.8920,144.8200,5
1082,34257.3520,96778.1770,144.8200,5
1083,34260.2780,96776.3530,144.8230,5
1084,34262.6550,96774.4690,144.8220,5
1085,34265.5900,96771.8620,144.8340,5
1086,34274.6210,96781.1670,144.8500,5
1087,34272.1540,96783.5440,144.8590,5
1088,34269.6610,96785.6080,144.8560,5
1089,34266.5780,96787.8080,144.8460,5
1090,34263.6790,96789.6900,144.8450,5
1091,34260.4630,96791.4040,144.8180,5
1092,34256.9620,96793.0690,144.8170,5
1093,34253.1170,96794.6050,144.8290,5
1094,34248.4420,96795.9560,144.8550,5
1095,34243.1410,96797.0700,144.8420,5
1096,34277.4080,96778.4360,144.8500,5
1097,34279.6400,96775.9550,144.8540,5
1098,34282.3590,96772.1920,144.8390,5
1099,34284.2330,96769.2110,144.8280,5
1100,34287.8890,96762.5350,144.8280,5
1101,34289.3120,96758.6510,144.8390,5
1102,34290.9160,96753.4480,144.8450,5
1103,34291.6250,96750.4100,144.8450,5
1104,34292.3150,96746.2080,144.8450,5
1105,34279.3290,96744.5160,144.8380,5
1106,34278.7620,96747.9530,144.8330,5
1107,34277.7600,96751.7280,144.8240,5
1108,34275.9630,96756.7990,144.8400,5
1109,34273.7750,96761.2320,144.8390,5
1110,34271.6660,96764.6290,144.8440,5
1111,34267.7410,96769.6170,144.8290,5
1112,34250.1340,96837.2540,144.9000,5
1113,34250.1340,96837.2550,144.9010,5
1114,34250.4620,96828.9990,144.8980,5
1115,34252.8090,96829.0440,145.1430,5
1116,34252.7130,96819.7920,144.9220,5
1117,34263.4800,96820.0230,144.9300,5
1118,34267.7680,96816.1140,144.8950,5
1119,34269.3000,96817.6660,144.9400,5
1120,34274.7670,96802.6450,144.9320,5
1121,34278.2010,96806.3550,144.9560,5
1122,34289.1330,96799.2610,150.5160,5
1123,34295.5800,96793.2400,150.1900,5
1124,34294.0220,96791.5230,150.2740,5
1125,34287.5820,96797.5650,150.1760,5
1126,34303.4200,96782.8110,146.0800,5
1127,34300.0140,96779.0980,144.9250,5
1128,34293.9530,96787.0440,144.8900,5
1129,34290.6360,96787.3510,144.8890,5
1130,34287.0310,96788.9330,144.9050,5
1131,34284.1410,96792.5610,144.9040,5
1132,34283.2050,96797.1210,144.8880,5
1133,34315.2290,96775.3050,144.9220,5
1134,34313.9980,96772.9500,144.9090,5
1135,34318.2050,96769.0610,144.9230,5
1136,34318.7770,96758.2010,144.9150,5
1137,34327.9590,96758.7510,145.4310,5
1138,34328.1370,96756.6260,144.8590,5
1139,34336.3210,96756.9340,144.8520,5
1140,34336.3220,96756.9350,144.8520,5
1141,34329.8180,96715.4740,144.7180,5
1142,34326.1980,96709.7740,144.7230,5
1143,34328.1290,96708.1340,144.7570,5
1144,34282.1690,96652.6270,145.7990,5
1145,34279.6170,96653.9770,144.8800,5
1146,34275.8330,96648.7180,144.8340,5
